专家,工作,单位
21676,工作,天津市疾病预防控制中心
21677,工作,重庆理工大学
21692,工作,东北电力大学
21693,工作,中国农业科学院特产研究所
21696,工作,国家粮食局科学研究院
21699,工作,华东理工大学
21700,工作,东北农业大学
21701,工作,华北电力大学
21705,工作,中国人民大学
21707,工作,中国地震局地震预测研究所
21711,工作,渤海大学
21712,工作,中国科学院沈阳应用生态研究所
21714,工作,滨州医学院
21720,工作,大连海事大学
21730,工作,山东大学
21733,工作,中国科学院海洋研究所
21736,工作,重庆造纸工业研究设计院有限责任公司
21737,工作,华中农业大学
21739,工作,西南交通大学
21741,工作,哈尔滨工业大学
21747,工作,新疆农业大学
21748,工作,西北工业大学
21749,工作,电子科技大学
21750,工作,长春大学
21751,工作,渤海大学
21752,工作,北京大学
21761,工作,天津师范大学
21762,工作,中国科学院上海硅酸盐研究所
21763,工作,河南省农业科学院农业经济与信息研究中心
21767,工作,南方医科大学
21773,工作,东北大学
21774,工作,淮北师范大学
21777,工作,山东理工大学
21782,工作,招商局重庆交通科研设计院有限公司
21784,工作,成都体育学院
21786,工作,哈尔滨工业大学
21789,工作,山东科技大学
21790,工作,四川大学
21793,工作,哈尔滨工程大学
21794,工作,哈尔滨工程大学
21796,工作,北京联合大学
21798,工作,厦门理工学院
21800,工作,北华大学
21801,工作,中国人民公安大学
21803,工作,东北师范大学
21804,工作,聊城大学
21809,工作,河南省交通科学技术研究院有限公司
21817,工作,广东医学院
21820,工作,辽宁工程技术大学
21822,工作,中国农业科学院哈尔滨兽医研究所
21823,工作,天津科技大学
21824,工作,山东省科学院海洋仪器仪表研究所
21827,工作,东北石油大学
21828,工作,南京邮电大学
21829,工作,兰州大学
21830,工作,河南省科学院地理研究所
21833,工作,天津工业大学
21834,工作,湖南省食品药品检验研究院
21835,工作,吉林农业科技学院
21837,工作,中国海洋大学
21841,工作,沈阳师范大学
21842,工作,河北工业职业技术学院
21845,工作,暨南大学
21849,工作,中国科学院微电子研究所
21851,工作,西安交通大学
21852,工作,西北有色金属研究院
21853,工作,佳木斯大学
21854,工作,山西省农业机械化科学研究院
21856,工作,北京农业智能装备技术研究中心
21857,工作,武汉科技大学
21859,工作,北京市医疗器械检验所
21860,工作,湖南大学
21863,工作,武汉大学
21866,工作,中国农业科学院饲料研究所
21868,工作,福州大学
21870,工作,苏州大学
21871,工作,中国石油大学（北京）
21872,工作,中国科学院声学研究所
21874,工作,中国科学院合肥物质科学研究院
21877,工作,天津医科大学
21882,工作,武汉理工大学
21887,工作,北京化工大学
21888,工作,东南大学
21892,工作,哈尔滨学院
21899,工作,中国科学院微电子研究所
21903,工作,吉林大学
21906,工作,聊城大学
21909,工作,广东省农业机械研究所
21910,工作,吉林大学
21912,工作,青岛科技大学
21914,工作,山东科技大学
21917,工作,吉林建筑工程学院
21918,工作,北京邮电大学
21919,工作,鲁东大学
21922,工作,廊坊师范学院
21924,工作,浙江工业大学
21928,工作,中央民族大学
21929,工作,北京大学
21930,工作,黑龙江省电力科学研究院
21933,工作,电子科技大学
21934,工作,首都师范大学
21935,工作,吉林大学
21939,工作,河北工程大学
21940,工作,黑龙江省农业科学院耕作栽培研究所
21944,工作,红河学院
21945,工作,沈阳理工大学
21949,工作,吉林大学
21951,工作,吉林省农业机械研究院
21955,工作,兰州理工大学
21957,工作,吉林工商学院
21958,工作,上海中医药大学
21959,工作,成都理工大学
21961,工作,中国科学院生物物理研究所
21963,工作,长江水利委员会长江科学院
21965,工作,清华大学深圳研究生院
21966,工作,中国科学院动物研究所
21968,工作,滨州学院
21970,工作,中国科学院长春应用化学研究所
21971,工作,泰安市农业科学研究院
21972,工作,新疆石河子蔬菜研究所
21975,工作,江苏大学
21976,工作,中国地质大学（北京）
21978,工作,山东大学
21981,工作,中国科学院上海硅酸盐研究所
21983,工作,上海市食品药品检验所
21991,工作,常州工程职业技术学院
21993,工作,南京邮电大学
21994,工作,山东建筑大学
21996,工作,北京大学肿瘤医院
21999,工作,南开大学
22004,工作,东南大学
22006,工作,中国科学院力学研究所
22007,工作,辽宁省地质矿产研究院
22009,工作,中国农业科学院植物保护研究所
22012,工作,泰山学院
22013,工作,沈阳工业大学
22016,工作,南华大学
22018,工作,青海民族大学
22019,工作,浙江工业大学
22027,工作,辽宁机电职业技术学院
22029,工作,青岛科技大学
22031,工作,景德镇陶瓷学院
22033,工作,陕西师范大学
22035,工作,兰州理工大学
22037,工作,吉林大学
22039,工作,中国矿业大学
22040,工作,辽宁石油化工大学
22042,工作,哈尔滨工程大学
22046,工作,吉林大学
22049,工作,福建农林大学
22052,工作,中国科学院
22055,工作,中国科学院沈阳应用生态研究所
22056,工作,山西医科大学
22057,工作,中山大学
22063,工作,中国地震局兰州地震研究所
22065,工作,鲁东大学
22067,工作,咸阳师范学院
22069,工作,广东省昆虫研究所
22071,工作,华北煤炭医学院
22072,工作,上海应用技术学院
22077,工作,新疆农业大学
22084,工作,毕节学院
22085,工作,大连医科大学
22087,工作,承德石油高等专科学校
22091,工作,东南大学
22096,工作,辽宁科技大学
22098,工作,辽宁机电职业技术学院
22099,工作,荆楚理工学院
22101,工作,中国科学院长春光学精密机械与物理研究所
22103,工作,汕头大学
22104,工作,中国医学科学院病原生物学研究所
22117,工作,吉林大学
22118,工作,中国科学院遗传与发育生物学研究所
22121,工作,南京工程学院
22122,工作,吉林大学
22123,工作,北京大学
22124,工作,重庆科技学院
22127,工作,天津科技大学
22131,工作,复旦大学
22133,工作,东北电力大学
22135,工作,辽宁工程技术大学
22136,工作,东北大学
22138,工作,天津工业大学
22142,工作,铁道第三勘察设计院集团有限公司
22147,工作,交通运输部科学研究院
22155,工作,苏州热工研究院有限公司
22156,工作,大连海事大学
22157,工作,南京工业大学
22158,工作,燕山大学
22161,工作,湖南科技大学
22163,工作,井冈山大学
22171,工作,常州信息职业技术学院
22173,工作,甘肃农业大学
22175,工作,太原科技大学
22179,工作,福建师范大学
22182,工作,上海师范大学
22183,工作,哈尔滨学院
22186,工作,安徽职业技术学院
22189,工作,浙江工业大学之江学院
22191,工作,江苏技术师范学院
22192,工作,中国科学院电子学研究所
22193,工作,沈阳师范大学
22199,工作,中国科学院华南植物园
22200,工作,太原理工大学
22201,工作,中国科学院上海生命科学研究院
22205,工作,三明学院
22206,工作,河北师范大学
22208,工作,吉林大学
22213,工作,宁波工程学院
22214,工作,华东理工大学
22218,工作,中国科学院电子学研究所
22221,工作,桂林航天工业学院
22223,工作,北京建筑工程学院
22225,工作,南开大学
22229,工作,浙江农林大学
22231,工作,安徽师范大学
22232,工作,北京机床研究所
22233,工作,浙江中医药大学
22235,工作,中国科学院动物研究所
22238,工作,中国农业大学
22239,工作,哈尔滨工业大学
22241,工作,长治医学院
22245,工作,东北师范大学
22246,工作,中国地质科学院地质研究所
22249,工作,中国计量科学研究院
22253,工作,中国科学院长春光学精密机械与物理研究所
22259,工作,河南理工大学
22261,工作,河北工程大学
22263,工作,中国海洋大学
22264,工作,北京第二外国语学院
22266,工作,四川大学
22271,工作,哈尔滨工程大学
22276,工作,承德医学院
22277,工作,南开大学
22280,工作,潍坊科技学院
22281,工作,中国人民公安大学
22283,工作,烟台大学文经学院
22285,工作,中国水产科学研究院
22288,工作,广东海洋大学
22289,工作,天津商业大学
22290,工作,泰山医学院
22291,工作,中国科学院广州能源研究所
22295,工作,扬州市职业大学
22297,工作,黑龙江农垦职业学院
22299,工作,天津医科大学
22303,工作,山东大学
22304,工作,中山大学
22305,工作,安徽省（水利部淮河水利委员会）水利科学研究院
22308,工作,南京理工大学
22315,工作,江苏省中国科学院植物研究所
22319,工作,华东师范大学
22320,工作,云南省烟草农业科学研究院
22321,工作,黑龙江中医药大学
22323,工作,苏州科技学院
22333,工作,浙江工商大学
22341,工作,苏州科技学院
22344,工作,哈尔滨工业大学
22346,工作,北京航空航天大学
22347,工作,天津中医药大学
22348,工作,北京邮电大学
22349,工作,南开大学
22353,工作,华东理工大学
22357,工作,中国科学院长春应用化学研究所
22358,工作,青岛大学
22360,工作,山西省交通科学研究院
22363,工作,长春中医药大学
22365,工作,天津市刑事科学技术研究所
22368,工作,河北经贸大学
22370,工作,大连海事大学
22373,工作,东南大学
22376,工作,中山大学
22378,工作,黑龙江大学
22379,工作,铁道第三勘察设计院集团有限公司
22382,工作,北京石油化工学院
22383,工作,盐城工学院
22384,工作,山东省粮油检测中心
22387,工作,浙江大学
22388,工作,中国科学院金属研究所
22389,工作,中国科学院武汉物理与数学研究所
22402,工作,中国科学院上海技术物理研究所
22404,工作,河北科技大学
22405,工作,滨州学院
22411,工作,徐州工程学院
22415,工作,中国计量学院
22418,工作,浙江工业大学
22420,工作,德州学院
22421,工作,泰山学院
22423,工作,长春理工大学
22424,工作,江汉大学
22425,工作,东北石油大学
22428,工作,浙江中医药大学
22430,工作,潍坊医学院
22431,工作,南京邮电大学
22432,工作,大连海事大学
22435,工作,吉林大学
22442,工作,南方医科大学
22445,工作,苏州大学
22450,工作,吉林大学
22451,工作,辽宁大学
22452,工作,同济大学
22453,工作,太原理工大学
22454,工作,南京航空航天大学
22457,工作,中国人民大学
22462,工作,山东建筑大学
22464,工作,重庆大学
22466,工作,中国科学院深圳先进技术研究院
22469,工作,淮阴工学院
22472,工作,上海邮政科学研究院
22473,工作,山东科技大学
22477,工作,邢台职业技术学院
22478,工作,中国医学科学院药用植物研究所
22479,工作,南京信息职业技术学院
22480,工作,西南交通大学
22482,工作,江苏师范大学
22486,工作,贵州财经学院
22488,工作,黑龙江大学
22489,工作,西南科技大学
22491,工作,中国科学院生态环境研究中心
22492,工作,青岛理工大学
22494,工作,南京邮电大学
22496,工作,上海师范大学
22504,工作,吉林大学
22505,工作,山西省农业科学院棉花研究所
22507,工作,铜仁学院
22510,工作,长春理工大学
22514,工作,中国科学院电子学研究所
22515,工作,山东体育学院
22519,工作,宁波大学
22524,工作,重庆三峡学院
22527,工作,中国科学院合肥物质科学研究院
22530,工作,青海师范大学
22531,工作,中国矿业大学
22532,工作,浙江水利水电专科学校
22534,工作,华北电力大学
22535,工作,北华航天工业学院
22537,工作,西北政法大学
22538,工作,青岛农业大学
22542,工作,成都信息工程学院
22544,工作,吉林建筑工程学院
22545,工作,上海市计算技术研究所
22548,工作,成都工业学院
22549,工作,遵义医学院
22551,工作,西北师范大学
22552,工作,武汉大学
22555,工作,华东师范大学
22559,工作,江苏省地质调查研究院
22561,工作,华南理工大学
22562,工作,沈阳农业大学
22563,工作,山东大学
22564,工作,塔里木大学
22565,工作,中国科学院理化技术研究所
22567,工作,皖西学院
22568,工作,四川理工学院
22571,工作,黄石理工学院
22572,工作,淮海工学院
22573,工作,石家庄经济学院
22575,工作,公安部第一研究所
22577,工作,金陵科技学院
22579,工作,四川省农业科学院生物技术核技术研究所
22581,工作,浙江工业大学
22583,工作,西安电子科技大学
22584,工作,四川大学
22586,工作,吉林大学
22587,工作,上海交通大学
22588,工作,黑龙江省水利科学研究院
22591,工作,华东师范大学
22593,工作,国家纳米科学中心
22595,工作,湖南科技学院
22596,工作,河海大学
22598,工作,长春中医药大学
22601,工作,北京理工大学
22603,工作,德州学院
22607,工作,中南大学
22608,工作,华南师范大学
22609,工作,吉林大学
22610,工作,南京中医药大学
22615,工作,上海理工大学
22616,工作,南京大学
22617,工作,吉林大学
22618,工作,南京信息工程大学
22620,工作,哈尔滨工程大学
22622,工作,中国石油集团杭州地质研究所
22623,工作,浙江大学
22625,工作,铁道第三勘察设计院集团有限公司
22626,工作,山东省农业科学院科技信息工程技术研究中心
22628,工作,广西中医药大学
22630,工作,福建农林大学
22631,工作,北京林业大学
22632,工作,甘肃省治沙研究所
22633,工作,清华大学
22635,工作,防灾科技学院
22638,工作,西南大学
22640,工作,北京大学口腔医院
22641,工作,天津城市建设学院
22642,工作,四川大学
22645,工作,兰州大学
22646,工作,中国科学院物理研究所
22647,工作,哈尔滨工程大学
22648,工作,西安工业大学
22649,工作,南京中医药大学
22650,工作,淮海工学院
22651,工作,吉林工程技术师范学院
22652,工作,中国医科大学
22654,工作,长春理工大学
22657,工作,北京物资学院
22658,工作,北京工业大学
22660,工作,南京大学
22662,工作,中国农业科学院蔬菜花卉研究所
22663,工作,东南大学
22664,工作,河北科技大学
22666,工作,中国林业科学研究院森林生态环境与保护研究所
22668,工作,沈阳工业大学
22671,工作,山东省科学院海洋仪器仪表研究所
22675,工作,辽宁省林业科学研究院
22677,工作,华中科技大学
22678,工作,黑龙江大学
22683,工作,西南民族大学
22688,工作,武汉理工大学
22690,工作,电子科技大学
22691,工作,中国科学技术大学
22692,工作,四川外语学院
22694,工作,中国地震局兰州地震研究所
22696,工作,中国人民公安大学
22698,工作,吉林大学
22699,工作,安徽工业大学
22701,工作,中国科学院
22702,工作,中国林业科学研究院热带林业研究所
22703,工作,宿州职业技术学院
22706,工作,重庆大学
22711,工作,青海省农林科学院
22712,工作,南华大学
22715,工作,国家海洋局第一海洋研究所
22720,工作,中国水利水电科学研究院
22722,工作,潍坊工程职业学院
22723,工作,南京大学
22724,工作,广西医科大学
22725,工作,山东大学
22726,工作,华南理工大学
22728,工作,中国科学院光电技术研究所
22729,工作,广东工业大学
22730,工作,昆明医科大学
22731,工作,云南民族大学
22735,工作,中国城市规划设计研究院
22736,工作,西华大学
22738,工作,宁波大学
22739,工作,江苏大学
22743,工作,河北工程大学
22744,工作,西南石油大学
22746,工作,山东大学
22747,工作,中国农业科学院植物保护研究所
22748,工作,天津师范大学
22749,工作,合肥工业大学
22751,工作,四川省机械研究设计院
22752,工作,渤海大学
22753,工作,安徽大学
22762,工作,中国科学院大连化学物理研究所
22764,工作,中国环境科学研究院
22767,工作,武汉理工大学
22769,工作,南京大学
22770,工作,上海电动工具研究所
22776,工作,重庆师范大学
22777,工作,大连工业大学
22778,工作,南方医科大学
22779,工作,中南大学
22782,工作,西安工程大学
22784,工作,重庆科技学院
22786,工作,东南大学
22788,工作,湖南人文科技学院
22789,工作,四川大学
22793,工作,南京理工大学
22797,工作,广东省农业科学院
22798,工作,河南师范大学
22800,工作,北华大学
22802,工作,上海电缆研究所
22808,工作,重庆大学
22813,工作,河北医科大学
22814,工作,中国农业大学
22817,工作,南京大学
22822,工作,南京大学
22824,工作,中国汽车工程研究院股份有限公司
22825,工作,电子科技大学
22826,工作,沈阳航空航天大学
22829,工作,河南工业大学
22832,工作,内蒙古大学
22834,工作,河北农业大学
22836,工作,南昌大学
22837,工作,同济大学
22838,工作,中国医学科学院药物研究所
22839,工作,青岛科技大学
22841,工作,中国科学院上海硅酸盐研究所
22842,工作,华南理工大学
22843,工作,安徽大学
22844,工作,浙江大学
22845,工作,中国人民武装警察部队学院
22846,工作,西北大学
22847,工作,大连海事大学
22849,工作,湖南科技学院
22850,工作,太原理工大学
22851,工作,中国科学院大连化学物理研究所
22852,工作,华中科技大学
22857,工作,中国农业科学院饲料研究所
22861,工作,浙江大学
22866,工作,环境保护部华南环境科学研究所
22869,工作,安徽理工大学
22870,工作,华中科技大学
22871,工作,武汉理工大学
22876,工作,吉林建筑工程学院
22879,工作,上海交通大学
22880,工作,长春工程学院
22881,工作,河北科技大学
22882,工作,渤海大学
22884,工作,青海大学
22891,工作,云南省农业科学院
22893,工作,贵州财经学院
22894,工作,长春中医药大学
22897,工作,南京邮电大学
22899,工作,中国科学院对地观测与数字地球科学中心
22901,工作,山东省农业科学院中心实验室
22902,工作,南京航空航天大学
22904,工作,山东大学
22905,工作,中国科学院海洋研究所
22907,工作,中国科学院电子学研究所
22909,工作,山东省化工研究院
22910,工作,长春师范学院
22911,工作,青岛理工大学
22912,工作,沈阳航空航天大学
22915,工作,四川省农业科学院经济作物育种栽培研究所
22916,工作,山东理工大学
22917,工作,合肥工业大学
22918,工作,泰山医学院
22920,工作,中国科学院青藏高原研究所
22926,工作,山东建筑大学
22927,工作,吉林省中医药科学院
22929,工作,武汉大学
22931,工作,中央民族大学
22932,工作,首都师范大学
22935,工作,吉林建筑工程学院
22938,工作,河南城建学院
22940,工作,中国科学院工程热物理研究所
22942,工作,郑州大学
22946,工作,湖北工业大学
22947,工作,中山大学
22948,工作,燕山大学
22949,工作,浙江工业大学
22962,工作,集美大学
22964,工作,吉林大学
22966,工作,西北工业大学
22972,工作,西南交通大学
22973,工作,四川省天然气化工研究院
22974,工作,北京农业职业学院
22975,工作,中国科学院电子学研究所
22979,工作,中国民航大学（中国民用航空学院）
22982,工作,中山大学
22983,工作,北京林业大学
22986,工作,中国农业科学院哈尔滨兽医研究所
22994,工作,重庆三峡学院
22996,工作,安徽科技学院
22997,工作,南京航空航天大学
22999,工作,青海省轻工业研究所有限责任公司
23000,工作,聊城大学
23002,工作,厦门理工学院
23003,工作,北京体育大学
23004,工作,上海理工大学
23008,工作,北京市眼科研究所
23009,工作,吉林省农业科学院
23012,工作,北京大学
23017,工作,北京航空航天大学
23018,工作,哈尔滨理工大学
23019,工作,天津大学
23020,工作,沈阳药科大学
23021,工作,中国科学院计算技术研究所
23022,工作,长春工程学院
23027,工作,山东工业陶瓷研究设计院
23028,工作,吉林省安全科学技术研究院
23029,工作,中国农业科学院北京畜牧兽医研究所
23033,工作,内蒙古工业大学
23035,工作,中国科学院高能物理研究所
23036,工作,华南理工大学
23037,工作,长春理工大学
23040,工作,南京晓庄学院
23041,工作,北京中医药大学东方医院
23043,工作,东北石油大学
23045,工作,中国农业大学
23047,工作,内蒙古医科大学
23050,工作,西安电子科技大学
23051,工作,云南大学
23053,工作,东北电力大学
23055,工作,中国科学院沈阳应用生态研究所
23057,工作,山西省水产科学研究所
23058,工作,河南省煤炭科学研究院有限公司
23059,工作,西南交通大学
23060,工作,山东省建筑科学研究院
23062,工作,复旦大学
23066,工作,中国科学院水生生物研究所
23072,工作,吉林大学
23073,工作,潍坊医学院
23074,工作,中国科学院长春应用化学研究所
23078,工作,廊坊师范学院
23082,工作,天津商业大学
23084,工作,徐州医学院
23086,工作,暨南大学
23087,工作,中国民航大学（中国民用航空学院）
23089,工作,河南省化工研究所有限责任公司
23090,工作,南京医科大学
23092,工作,海南师范大学
23096,工作,北京化工大学
23097,工作,黑龙江八一农垦大学
23100,工作,天津大学
23107,工作,中国科学院生态环境研究中心
23108,工作,武汉大学
23109,工作,辽宁省风沙地改良利用研究所
23115,工作,东北大学
23116,工作,中国科学院电子学研究所
23117,工作,华侨大学
23121,工作,山东科技大学
23125,工作,中国科学院上海硅酸盐研究所
23127,工作,河南中医学院
23130,工作,河南中医学院
23131,工作,海南大学
23133,工作,北京大学
23137,工作,白城师范学院
23138,工作,安徽农业大学经济技术学院
23140,工作,天津市畜牧兽医研究所
23144,工作,中南大学
23146,工作,山东中医药大学
23147,工作,齐齐哈尔大学
23148,工作,昆明医科大学
23150,工作,重庆工商大学
23152,工作,北京联合大学
23156,工作,武汉大学
23157,工作,上海理工大学
23159,工作,天津医科大学
23165,工作,东北林业大学
23166,工作,新疆农业大学
23168,工作,武汉大学
23169,工作,中国石油大学（北京）
23170,工作,内蒙古科技大学
23171,工作,北京信息科技大学
23173,工作,江苏技术师范学院
23174,工作,首都师范大学
23175,工作,四川理工学院
23176,工作,长春工程学院
23179,工作,北方工业大学
23181,工作,四川大学
23183,工作,中国科学院自动化研究所
23186,工作,太原理工大学
23188,工作,大理学院
23189,工作,大连交通大学
23190,工作,中国科学院国家天文台南京天文光学技术研究所
23191,工作,湖南科技学院
23193,工作,哈尔滨工业大学
23196,工作,中国矿业大学
23197,工作,牡丹江师范学院
23199,工作,吉林大学
23201,工作,上海师范大学
23202,工作,连云港师范高等专科学校
23203,工作,河北省农林科学院滨海农业研究所
23207,工作,东北大学
23208,工作,哈工大深圳研究生院
23210,工作,河北大学
23211,工作,唐山市农业科学研究院
23213,工作,首都师范大学
23214,工作,卫生部北京医院
23216,工作,南京林业大学
23217,工作,河南省农科院植物保护研究所
23218,工作,华南师范大学
23223,工作,长春工业大学
23227,工作,西安交通大学
23230,工作,大连医科大学
23231,工作,山西省农业科学院蔬菜研究所
23232,工作,哈尔滨工程大学
23236,工作,中国科学院
23238,工作,四川大学
23239,工作,遵义医学院
23240,工作,长江大学
23241,工作,中南大学
23242,工作,河南省化工研究所有限责任公司
23244,工作,北京农学院
23245,工作,同济大学
23247,工作,河北建筑工程学院
23248,工作,农业部环境保护科研监测所
23250,工作,青岛农业大学
23251,工作,北京物资学院
23252,工作,内蒙古工业大学
23254,工作,中国科学院上海硅酸盐研究所
23256,工作,中国标准化研究院
23257,工作,重庆邮电大学
23258,工作,北京信息科技大学
23259,工作,北京理工大学
23268,工作,中国科学院上海硅酸盐研究所
23269,工作,中国科学院上海技术物理研究所
23270,工作,湖北工业大学
23271,工作,北京林业大学
23273,工作,沈阳工业大学
23276,工作,济宁学院
23277,工作,南京师范大学
23285,工作,渤海大学
23293,工作,太原理工大学
23294,工作,内蒙古科技大学
23299,工作,常熟理工学院
23305,工作,中国水产科学研究院黄海水产研究所
23308,工作,电子科技大学
23309,工作,天津中医药大学
23310,工作,云南财经大学
23313,工作,南京林业大学
23314,工作,吉林大学
23316,工作,辽宁大学
23317,工作,晋中学院
23320,工作,公安部物证鉴定中心
23321,工作,北京科技大学
23331,工作,西南交通大学
23334,工作,解放军302医院
23336,工作,河北理工大学
23340,工作,唐山市科学技术情报研究所
23341,工作,中国海洋大学
23342,工作,内蒙古大学
23347,工作,常州工学院
23349,工作,河南省农科院烟草研究中心
23350,工作,中国科学院动物研究所
23351,工作,河海大学
23353,工作,甘肃农业大学
23354,工作,东南大学
23355,工作,江苏丘陵地区镇江农业科学研究所
23356,工作,吉林农业科技学院
23358,工作,上海第二工业大学
23361,工作,华南理工大学
23362,工作,南通大学
23363,工作,黑龙江八一农垦大学
23364,工作,中国科学院长春应用化学研究所
23366,工作,河海大学
23369,工作,中国科学院大连化学物理研究所
23371,工作,泰山学院
23372,工作,南京理工大学
23374,工作,东华理工大学
23376,工作,中国科学院合肥物质科学研究院
23379,工作,浙江省林业科学研究院
23381,工作,浙江工业大学
23382,工作,漳州师院
23383,工作,上海体育学院
23384,工作,广州中医药大学
23385,工作,聊城大学
23386,工作,深圳先进技术研究院
23387,工作,上海交通大学
23394,工作,中国石油集团杭州地质研究所
23395,工作,重庆邮电大学
23396,工作,北京建筑工程学院
23397,工作,重庆理工大学
23398,工作,哈尔滨工程大学
23400,工作,中国科学院软件研究所
23402,工作,中山大学
23408,工作,佳木斯大学
23409,工作,南京特殊教育职业技术学院
23410,工作,北京工业大学
23412,工作,吉林省农业科学院
23413,工作,安徽医科大学
23414,工作,吉林大学
23415,工作,广西中医药大学
23417,工作,天津工业大学
23418,工作,中国科学院上海光学精密机械研究所
23421,工作,山东建筑大学
23422,工作,中国医科大学
23423,工作,山东轻工业学院
23424,工作,湖南化工研究院
23425,工作,太原科技大学
23426,工作,广州市光机电技术研究院
23432,工作,北京科技大学
23436,工作,盐城师范学院
23437,工作,中国海洋大学
23442,工作,中国中医科学院广安门医院
23443,工作,泰安市泰山林业科学研究院
23445,工作,山西省交通科学研究院
23446,工作,哈尔滨工程大学
23448,工作,上海电气自动化设计研究所有限公司
23449,工作,石家庄铁道大学
23450,工作,西北化工研究院
23451,工作,南京审计学院
23452,工作,大连海洋大学
23453,工作,吉林大学
23455,工作,湖北大学
23460,工作,中国地震局工程力学研究所
23463,工作,哈尔滨工程大学
23464,工作,中国科学院长春应用化学研究所
23472,工作,中国科学院上海硅酸盐研究所
23474,工作,黑龙江科技学院
23481,工作,北京林业大学
23483,工作,南昌工程学院
23484,工作,辽宁中医药大学
23485,工作,白城师范学院
23486,工作,江苏师范大学
23487,工作,太原理工大学
23488,工作,内蒙古沙棘工程技术研究中心
23489,工作,井冈山大学
23491,工作,石家庄铁道大学
23492,工作,中国医学科学院药物研究所
23494,工作,河北医科大学
23495,工作,四川省冶金情报标准研究所
23496,工作,新疆医科大学
23498,工作,天津医科大学
23501,工作,大庆师范学院
23505,工作,上海海洋大学
23506,工作,吉林大学
23508,工作,宁波大学
23509,工作,南京航空航天大学
23515,工作,山东师范大学
23517,工作,中国科学院金属研究所
23518,工作,吉林农业大学
23519,工作,河南省机械设计研究院有限公司
23521,工作,沈阳师范大学
23522,工作,交通运输部天津水运工程科学研究所
23523,工作,上海电力学院
23524,工作,华中科技大学
23525,工作,中国科学院亚热带农业生态研究所
23526,工作,湖南科技大学
23528,工作,浙江同济科技职业学院
23532,工作,贵阳医学院
23536,工作,中国科学院沈阳应用生态研究所
23537,工作,河北理工大学
23538,工作,吉林省气象科学研究所
23546,工作,中国科学院大连化学物理研究所
23548,工作,广西壮族自治区林业科学研究院
23551,工作,东南大学
23553,工作,南华大学
23554,工作,北京理工大学
23557,工作,河海大学
23558,工作,常州大学
23559,工作,江西财经大学
23561,工作,中国科学院软件研究所
23563,工作,湖南科技大学
23564,工作,中南大学
23565,工作,辽宁工业大学
23568,工作,华南农业大学
23570,工作,电子科技大学
23571,工作,中南大学
23573,工作,四川电力职业技术学院
23575,工作,武汉大学
23577,工作,北京科技大学
23580,工作,湖南大学
23581,工作,江西师范大学
23582,工作,宜宾职业技术学院
23584,工作,中国药科大学
23586,工作,成都理工大学
23587,工作,华南理工大学
23591,工作,复旦大学
23592,工作,中国科学院光电技术研究所
23593,工作,中南大学
23594,工作,福建师范大学
23596,工作,西华大学
23600,工作,北方民族大学
23602,工作,湖南省环境保护科学研究院
23604,工作,新疆维吾尔自治区葡萄瓜果开发研究中心
23608,工作,湖南商学院
23609,工作,西南林业大学
23611,工作,青海交通职业技术学院
23613,工作,湖南环境生物职业技术学院
23615,工作,重庆科技学院
23620,工作,广西大学
23621,工作,重庆交通大学
23623,工作,江西中医学院
23624,工作,中国地震局地震研究所
23625,工作,江西财经大学
23627,工作,湖南第一师范学院
23630,工作,四川警察学院
23632,工作,广东省心血管病研究所
23633,工作,西南交通大学
23634,工作,上海交通大学
23635,工作,川北医学院
23636,工作,长江水利委员会长江科学院
23637,工作,中国科学院合肥物质科学研究院
23639,工作,华东理工大学
23644,工作,福州大学
23645,工作,中国科学院上海硅酸盐研究所
23651,工作,中国科学院光电技术研究所
23653,工作,华南理工大学
23654,工作,中央民族大学
23655,工作,中国社会科学院
23656,工作,山东工业陶瓷研究设计院
23657,工作,阜阳师范学院
23658,工作,西北大学
23660,工作,河北工程大学
23661,工作,湖南农业大学
23663,工作,四川大学
23664,工作,三明学院
23665,工作,桂林理工大学
23666,工作,昆明理工大学
23667,工作,北京服装学院
23668,工作,重庆医科大学
23670,工作,郑州大学
23677,工作,北京大学
23685,工作,浙江工商大学
23687,工作,中国科学院大连化学物理研究所
23688,工作,中国矿业大学
23689,工作,辽东学院
23692,工作,北京市农林科学院
23693,工作,沈阳工业大学
23694,工作,中国地震局地壳应力研究所
23695,工作,重庆交通大学
23697,工作,枣庄学院
23698,工作,南京理工大学
23699,工作,长春市农业科学院
23710,工作,华中科技大学
23716,工作,吉林省计算中心（吉林省计算机技术研究所）
23720,工作,中国科学院东北地理与农业生态研究所
23724,工作,杭州电子科技大学
23727,工作,江苏省肿瘤防治研究所
23728,工作,温州大学
23729,工作,吉首大学
23730,工作,贵州大学
23732,工作,江苏省中医药研究院
23733,工作,广东省农业科学院农业生物技术研究所
23734,工作,湖北工业大学
23735,工作,山东师范大学
23744,工作,北京大学
23745,工作,昆明电器科学研究所
23746,工作,东南大学
23747,工作,深圳大学
23755,工作,上海交通大学
23759,工作,中国科学院电工研究所
23765,工作,山西师范大学
23766,工作,云南大学
23768,工作,招商局重庆交通科研设计院有限公司
23769,工作,武汉大学
23770,工作,复旦大学
23774,工作,上海大学
23775,工作,云南师范大学
23786,工作,吉林省畜牧兽医科学研究院
23790,工作,山西大同大学
23794,工作,浙江工商大学
23795,工作,首都经济贸易大学
23803,工作,东华大学
23809,工作,山东理工大学
23810,工作,北京科技大学
